id,symbol,status,date,period,price_at_analysis,position_bias,directional_bias,entry_range,target_range,re_evaluation_level,briefing_notes,result_text,outcome,inactive_datetime
191,ADI,Inactive,2020-10-21T13:31:31.257Z,Short-Term (1-3 weeks),123.62,Long,None,121.72 - 118.78,127.34 - 131.93,< 116.68,The weekly cycle analysis suggests that ADI is early in an intermediate-term rising phase. The intermediate-term low was due 8/3 - 9/7. Weekly momentum is positive. The daily cycle analysis suggests that ADI is in a short-term rising phase and has a mid-cycle low due. There is a bull flag forming on the daily and the Slim Ribbon is positive. The next short-term low is due 11/13 - 12/2. There are minor supports just below current levels. We are targeting a Fib extension zone on the upside. Please see the ADI Trade Idea video for a walk through of the analysis.,"Stock is still in the upper-end of the favorable entry. However, the stock has failed to get a rally off the Fibonacci supports - we are inactivating the Trade Idea.",Pending / Inactive,2020-10-27T19:57:35Z
190,Z,Inactive,2020-10-20T13:27:46.958Z,Short-Term (1-3 weeks),98.45,Short,None,101.46 - 103.57,95.79 - 91.84,> 105.68,"The weekly cycle analysis suggests that Z is in the late stages of a rising phase and showing signs of stalling. Weekly momentum remains positive. The stock is extremely extended from its 34 week moving average and now showing signs of mean reversion. The next intermediate-term low is due 10/19 - 12/14. The daily cycle analysis suggests that Z has had an early breakdown below its daily cycle low and is in a declining phase. The next short-term low is due 11/3 - 11/12. The Slim Ribbon, which is what we use to monitor daily momentum, has neutralized. There are minor resistances above current levels. We are targeting a short-term support zone on the downside. Please see the Z Trade Idea video for a walk through of the analysis. (10/23: Updated favorable entry and re-evaluation)",Z only traded to within 2.75% of the favorable entry and has now traded into the target zone.,Target Zone Reached (Early / Missed Entry),2020-10-26T14:13:19Z
189,TFC,Inactive,2020-10-19T13:17:41.623Z,Short-Term (1-3 weeks),41.65,Long,None,40.8 - 39.92,43.74 - 44.73,< 39.05,The weekly cycle analysis suggests that TFC formed its weekly cycle low and is now in a rising phase. Weekly momentum is positive. The next intermediate-term low is due 1/25 - 3/8. The daily cycle analysis suggests that TFC is due to form a short-term low. The short-term low is due 10/16 - 10/26. The stock is forming a bull flag. The Slim Ribbon is now firmly configured positively. There are minor supports below current levels. We are targeting a move to the short-term 78.6% Fib and the base of the Fib extension/target zone. Please see  the TFC Trade Idea video for a walk through of the analysis.,TFC traded to within 1.4% of the favorable entry and is now trading in the target zone. We inactivated the Trade Idea.,Target Zone Reached (Early / Missed Entry),2020-10-23T13:30:46Z
188,ASHR,Inactive,2020-10-15T13:14:19.087Z,Short-Term (1-3 weeks),35.97,Long,None,35.43 - 34.7,36.96 - 37.9,< 34.18,The weekly cycle analysis suggests that ASHR is early in an intermediate-term rising phase. Weekly momentum is now positive. The intermediate-term low was due 7/20 - 9/21. The daily cycle analysis suggests that ASHR is in a short-term rising phase. The Slim Ribbon on the daily is now positive. There are short-term supports below current levels. We are targeting a short-term Fib extension zone on the upside.  Please see the ASHR Trade Idea video for a walk through of the analysis.,ASHR is due to make a mid-cycle low on the weekly in the middle of November. We will look to establish a new Trade Idea.,Pending / Inactive,2020-10-26T12:05:33Z
187,/CL,Inactive,2020-10-14T13:37:05.511Z,Intermediate-Term (3-8 weeks),40.85,Long,None,39.67 - 38.41,43.45 - 45.3,< 37.51,The weekly cycle analysis suggests that /CL is due to form an intermediate-term low and is forming a bull flag. Weekly momentum remains negative. The intermediate-term low is due 8/17 - 10/5. The daily cycle analysis suggests that /CL is in a short-term rising phase. The Slim Ribbon on the daily is now neutral. There are short-term supports below current levels. We are targeting a Fib extension zone on the upside. Please see the /CL Trade Idea video for a walk through of the analysis.,/CL rallied over 5% off the favorable entry but then failed at the prior daily cycle high and has now traded below the re-evaluation. We inactivated the Trade Idea.,Re-evaluation Level Hit,2020-10-28T13:22:08Z
186,GS,Inactive,2020-10-13T17:31:57.720Z,Short-Term (1-3 weeks),210.67,Long,None,207.4 - 202.78,216.81 - 225.24,< 199.48,"The weekly cycle analysis suggests that GS is early in an intermediate-term rising phase. Weekly momentum is now positive. The weekly low formed 2 weeks later than the projected timing. The daily cycle analysis suggests that GS is in a rising phase. There is a mid-cycle low on the daily due in the middle of October. There are minor supports below current levels. Please note GS has earnings 10/14 pre-market. Please see the GS Trade Idea video, we also walk through the revision to the XLF weekly cycle.","GS is still trading at the top of the favorable entry. However the stock failed to get above minor resistance on 10/20, this is  a warning sign for the short-term. We inactivated the Trade Idea.",Pending / Inactive,2020-10-21T13:51:02Z
185,MDT,Inactive,2020-10-12T12:38:30.575Z,Intermediate-Term (3-8 weeks),108.68,Long,None,107.35 - 105.72,112.38 - 117.25,< 104.55,The weekly cycle analysis suggests that MDT has formed an intermediate-term low. Weekly momentum is positive. The daily cycle analysis suggests that MDT is in a short-term rising phase. The Slim Ribbon is now positive. We are looking for a tight bull flag to form on MDT to set up follow-through on the upside. We are targeting a Fib extension zone on the upside. There are minor supports just below current levels. Please see the MDT Trade Idea video for a walk through of the analysis.,The conditions for this Trade Idea have been satisfied. MDT tested the favorable entry and has now traded to within 1% of the target zone.,Target Zone Reached,2020-10-19T14:02:27Z
184,TLT,Inactive,2020-10-09T00:58:58.380Z,Short-Term (1-3 weeks),160.12,Short,None,161.25 - 162.83,158.11 - 155.63,> 163.96,The weekly cycle analysis suggests that TLT is in a corrective period. Weekly momentum is negative. The next intermediate-term low is due between the middle-to-end of October. The daily cycle analysis suggests that TLT is in the late-stages of a dominant daily cycle. We are looking for a bear flag to form on the daily to set up one more test lower. There are minor resistances above current levels. We are targeting a short-term Fibonacci extension zone on the downside. Please see the TLT Trade Idea post for the weekly/daily cycle analysis.,The conditions for this Trade Idea have been satisfied. TLT tested the favorable entry and is now trading in the target zone. We inactivated the Trade Idea.,Target Zone Reached,2020-10-21T13:32:49Z
183,MDT,Inactive,2020-10-08T01:13:31.889Z,Intermediate-Term (3-8 weeks),105.66,Long,None,105.11 - 102.57,"109.24 - 110.63, 112.38 - 117.25",< 100.75,"The weekly cycle analysis suggests that MDT is due to form an intermediate-term low. The intermediate-term low is due 9/14 - 11/2. Weekly momentum remains negative. The daily cycle analysis suggests that MDT is due to form a short-term low. The short-term low is due 10/2 - 10/19. The Slim Ribbon is close to neutralizing on the daily. There are short-term supports just below current levels. We are targeting a move to re-test the recent swing highs. If we get through this area, we would target the intermediate-term Fib extension zone. Please see the MDT Trade Idea post for the weekly/daily cycle analysis.",MDT caught a series of upgrades in the pre-market on 10/8. The stock traded up to the short-term targets. We will monitor for another Trade Idea.,Target Zone Reached (Early / Missed Entry),2020-10-09T01:00:35Z
182,JD,Inactive,2020-10-07T02:47:59.179Z,Short-Term (1-3 weeks),76.69,Long,None,74.59 - 71.76,80.92 - 83.41,< 70.09,The weekly cycle analysis suggests that JD is in a rising phase with positive weekly momentum. The weekly low was due 8/17 - 9/14. The daily cycle analysis suggests that JD is forming a bullish consolidation and due to form a short-term low. The short-term low is due 10/1 - 10/12. There are lower short-term supports just below current levels. We are targeting a move to the short-term resistances. Please refer to the weekly/daily cycle analysis posted in the JD.com Trade Idea post for further detail.,JD is now trading in the short-term target zone. We have inactivated the Trade Idea.,Target Zone Reached (Early / Missed Entry),2020-10-12T12:10:35Z
181,/CL,Inactive,2020-10-06T01:08:26.197Z,Short-Term (1-3 weeks),39.32,Long,None,38.41 - 37.51,41.08 - 42.36,< 36.29,The weekly cycle analysis suggests that /CL is due to form an intermediate-term low. The low is due 8/17 - 10/5. Weekly momentum remains negative. The daily cycle analysis suggests that /CL is due to form a short-term low. The short-term low is due to form between 10/2 - 10/12. There are short-term supports just below current levels. We are targeting a move to the short-term 78.6% Fib and the prior daily cycle high. Please refer to the /CL weekly/daily cycle analysis shown on the Trade Idea post for further detail.,/CL has now traded up to the target zone. It only traded to within 1.8% of entry.,Target Zone Reached (Early / Missed Entry),2020-10-08T13:17:04Z
180,AAPL,Inactive,2020-10-04T23:41:50.980Z,Short-Term (1-3 weeks),113.02,Short,None,116.42 - 120.54,106.53 - 99.11,> 124.66,The weekly cycle analysis suggests that AAPL is in a declining phase with negative momentum. The next intermediate-term low is due 10/19 - 11/23. The daily cycle analysis suggests that AAPL is in a corrective period on the dominant daily cycle. The next projected short-term low is due 10/7 - 10/22. The Slim Ribbon has neutralized. We would expect the stock to trade in a range between the short-term resistances and the lower intermediate-term supports between now and the middle of October. Please refer to the AAPL weekly/daily cycle analysis shown on the Trade Idea post for further detail.,AAPL broke through the resistance zone and has now traded above the re-evaluation. We inactivated the Trade Idea.,Re-evaluation Level Hit,2020-10-12T18:14:17Z
179,USD/CAD,Inactive,2020-10-02T13:19:38.738Z,Short-Term (1-3 weeks),1.3324,Short,None,1.3354 - 1.3396,1.3206 - 1.3156,> 1.3443,The weekly cycle analysis suggests that the USD/CAD is in the later-stages of its weekly cycle. This is a period of time that has greater risk of a downside-move. Weekly momentum is currently positive. The next intermediate-term low is due 10/26 - 11/23. The daily cycle analysis suggests that the USD/CAD has just formed a short-term low and is in a short-term rising phase. The sum of the evidence suggests that the USD/CAD will likely rally for a few days and then get a failure on the downside. The next short-term low is due 10/23 - 11/2. There is a Fibonacci resistance confluence zone on the upside. We are targeting a lower short-term support zone on the downside. Please see the USD/CAD Trade Idea video for a walk through of the analysis.,The conditions for this Trade Idea have been satisfied. USD/CAD tested within 0.1% of the favorable entry and has now traded down to the target zone.,Target Zone Reached,2020-10-08T16:33:53Z
